model,seed,generation,evaluations,best_objective_m,median_objective_m,mean_objective_m
TMSFF,45,42,4300,1.8134462201481047,1.8134856952549447,1.8351653107380093
TMSFF,45,43,4400,1.8133330118617983,1.8134856952549447,1.825030034932527
TMSFF,45,44,4500,1.8133330118617983,1.8134856952549447,1.8516688786611786
TMSFF,45,45,4600,1.8133330118617983,1.8134528231160782,1.8187081842045745
TMSFF,45,46,4700,1.8133330118617983,1.8134462201481047,1.821150444136327
TMSFF,45,47,4800,1.8132944101622108,1.8134461268207378,1.8213761693581072
TMSFF,45,48,4900,1.8132944101622108,1.8133330118617983,1.8476203023269813
TMSFF,45,49,5000,1.8132944101622108,1.8133330118617983,1.8250136561965649
TMSFF,45,50,5100,1.8132944101622108,1.8133330118617983,1.8180032291573331
TMSFF,45,51,5200,1.8132944101622108,1.8133330118617983,1.824968964196288
TMSFF,45,52,5300,1.8132944101622108,1.8133330118617983,1.8140931367589586
TMSFF,45,53,5400,1.8132944101622108,1.8133330118617983,1.8158102397758469
TMSFF,45,54,5500,1.8132944101622108,1.8132944101622108,1.8140861532191372
TMSFF,45,55,5600,1.8132944101622108,1.8132944101622108,1.8169763951575777
TMSFF,45,56,5700,1.8132944101622108,1.8132944101622108,1.8302957681151222
TMSFF,45,57,5800,1.8132944101622108,1.8132944101622108,1.8189260014150295
TMSFF,45,58,5900,1.8132944101622108,1.8132944101622108,1.8443807467721587
TMSFF,45,59,6000,1.8132944101622108,1.8132944101622108,1.8358322478490368
TMSFF,45,60,6100,1.8132944101622108,1.8132944101622108,1.8324018813226106
TMSFF,45,61,6200,1.8132944101622108,1.8132944101622108,1.8245784922063268
TMSFF,45,62,6300,1.8132944101622108,1.8132944101622108,1.8682609401021313
TMSFF,45,63,6400,1.8132944101622108,1.8132944101622108,1.8414944846503403
TMSFF,45,64,6500,1.8132944101622108,1.8132944101622108,1.846799093404141
TMSFF,45,65,6600,1.8132944101622108,1.8132944101622108,1.8239335491762692
TMSFF,45,66,6700,1.8132944101622108,1.8132944101622108,1.8196357386844795
TMSFF,45,67,6800,1.8132944101622108,1.8132944101622108,1.8323317226003673
TMSFF,45,68,6900,1.8132944101622108,1.8132944101622108,1.851365746889175
TMSFF,45,69,7000,1.8132944101622108,1.8132944101622108,1.8241667834270947
TMSFF,45,70,7100,1.8132944101622108,1.8132944101622108,1.8277746853174595
TMSFF,45,71,7200,1.8132944101622108,1.8132944101622108,1.814597850654645
TMSFF,45,72,7300,1.8132944101622108,1.8132944101622108,1.816942716213109
TMSFF,45,73,7400,1.8132944101622108,1.8132944101622108,1.817527804065706
TMSFF,45,74,7500,1.8132944101622108,1.8132944101622108,1.8227894543352385
TMSFF,45,75,7600,1.8132944101622108,1.8132944101622108,1.8328079679694853
TMSFF,45,76,7700,1.8132944101622108,1.8132944101622108,1.8155210073877357
TMSFF,45,77,7800,1.8132944101622108,1.8132944101622108,1.8160606428501325
TMSFF,45,78,7900,1.8132944101622108,1.8132944101622108,1.8196304370367924
TMSFF,45,79,8000,1.813280967940575,1.8132944101622108,1.818692136792145
TMSFF,45,80,8100,1.813280967940575,1.8132944101622108,1.8220618090827463
TMSFF,46,0,100,2.0159666595867907,3.4814842909382953,4.347656407982381
TMSFF,46,1,200,1.9592865123488588,2.7753318483264318,2.797086446297124
TMSFF,46,2,300,1.9592865123488588,2.2855085929185637,2.473015929928006
TMSFF,46,3,400,1.9405908298933503,2.2012507700745187,2.3084981617244766
TMSFF,46,4,500,1.9405908298933503,2.1330404072246445,2.2079507522815014
TMSFF,46,5,600,1.9022676952281743,2.080717819156537,2.169038169691898
TMSFF,46,6,700,1.892478995638934,2.004839901615034,2.0712518614397912
TMSFF,46,7,800,1.8769835169316271,1.962932423892157,1.9908832533353082
TMSFF,46,8,900,1.8584230260600767,1.9317970677252003,1.9522357526233953
TMSFF,46,9,1000,1.8524635374996306,1.8969958354722107,1.9199332060693002
TMSFF,46,10,1100,1.8524635374996306,1.8957959249484466,1.919994882220876
TMSFF,46,11,1200,1.8502673464040917,1.8881126339433614,1.907599295883835
TMSFF,46,12,1300,1.8397275889302502,1.8738628569056581,1.8784577257155135
TMSFF,46,13,1400,1.8397275889302502,1.8568517599040657,1.8865931211846196
TMSFF,46,14,1500,1.8313371276362838,1.8493028895981585,1.857749826064064
TMSFF,46,15,1600,1.8313371276362838,1.8465644660221148,1.8738327328852091
TMSFF,46,16,1700,1.8255082024552525,1.8397275889302502,1.849551073849407
TMSFF,46,17,1800,1.8250130767215431,1.8315612179488232,1.851485079934669
TMSFF,46,18,1900,1.8245607811150282,1.8315059028467613,1.8756033351935142
TMSFF,46,19,2000,1.8170103580055137,1.8256545473726615,1.8285654439106245
TMSFF,46,20,2100,1.8170103580055137,1.8250130767215431,1.833786560996866
TMSFF,46,21,2200,1.8167321440443691,1.8238602915771287,1.8257847323027194
TMSFF,46,22,2300,1.8154438391548056,1.821757217743292,1.8278582950039917
TMSFF,46,23,2400,1.8152156850406278,1.8194876126699557,1.8639462706153278
TMSFF,46,24,2500,1.8152156850406278,1.8170247719883457,1.8261994271204314
TMSFF,46,25,2600,1.815097047380205,1.8169758477983475,1.8298631237302083
TMSFF,46,26,2700,1.8145117135672806,1.8162509009778036,1.8215187744956045
TMSFF,46,27,2800,1.8145117135672806,1.8153238865338954,1.855506448853128
TMSFF,46,28,2900,1.8142892353216045,1.8152246394911622,1.8211137045956294
